user_name,segment,total_coins,estimated_visits,heat_level,first_payment_date,last_payment_date
Mc225_102,churned,150,1.0,Dormant,2025-09-19,2025-09-19
ghjkfd1234,churned,150,1.0,Dormant,2025-09-19,2025-09-19
pepe202312,churned,150,1.0,Dormant,2025-09-19,2025-09-19
minamoto4,churned,150,1.0,Dormant,2025-09-19,2025-09-19
kijemxv,churned,150,1.0,Dormant,2025-09-19,2025-09-19
appie666,churned,150,1.0,Dormant,2025-08-22,2025-08-22
AppealedTrickery,churned,150,1.0,Dormant,2025-09-24,2025-09-24
ryan3u3u3u,churned,150,1.0,Dormant,2025-09-19,2025-09-19
hjerymil,churned,150,1.0,Dormant,2025-09-19,2025-09-19
ryuuuu1998,churned,150,1.0,Dormant,2025-09-19,2025-09-19
sat555555da,churned,150,1.0,Dormant,2025-09-19,2025-09-19
patti3210,churned,150,1.0,Dormant,2025-09-19,2025-09-19
NovelRudeness,churned,150,1.0,Dormant,2025-09-19,2025-09-19
gear01,churned,150,1.0,Dormant,2025-09-19,2025-09-19
shjkkjgff123,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Reshehu,churned,150,1.0,Dormant,2025-09-19,2025-09-19
tktskc,churned,150,1.0,Dormant,2025-09-19,2025-09-19
SayoEin,churned,150,1.0,Dormant,2025-09-19,2025-09-19
agjptjadm,churned,150,1.0,Dormant,2025-09-19,2025-09-19
ya-tsu21,churned,150,1.0,Dormant,2025-09-19,2025-09-19
BracedTramp,churned,150,1.0,Dormant,2025-09-19,2025-09-19
st103950,churned,150,1.0,Dormant,2025-09-19,2025-09-19
A009-01,churned,150,1.0,Dormant,2025-09-19,2025-09-19
show_show_show,churned,150,1.0,Dormant,2025-09-19,2025-09-19
bucyo,churned,150,1.0,Dormant,2025-09-19,2025-09-19
jangchangsu,churned,150,1.0,Dormant,2025-09-19,2025-09-19
AKKIorihime,churned,150,1.0,Dormant,2025-09-19,2025-09-19
michimichi15,churned,150,1.0,Dormant,2025-09-19,2025-09-19
syainy0428,churned,150,1.0,Dormant,2025-09-19,2025-09-19
HaplessLogania,churned,150,1.0,Dormant,2025-09-19,2025-09-19
ashihara001,churned,150,1.0,Dormant,2025-11-09,2025-11-09
atan0507,churned,150,1.0,Dormant,2025-09-19,2025-09-19
mafumafu2929,churned,150,1.0,Dormant,2025-09-19,2025-09-19
miniminioo,churned,150,1.0,Dormant,2025-09-19,2025-09-19
aaadsfgh,churned,150,1.0,Dormant,2025-09-19,2025-09-19
13584679,churned,150,1.0,Dormant,2025-09-19,2025-09-19
jackycc5354,churned,150,1.0,Dormant,2025-09-19,2025-09-19
sizudaka,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Aaa1919opooo,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Grgvrde,churned,150,1.0,Dormant,2025-09-19,2025-09-19
ATSUPPIE,churned,150,1.0,Dormant,2025-11-06,2025-11-06
monster0918,churned,150,1.0,Dormant,2025-09-19,2025-09-19
axela0099,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Bambicicchi5141,churned,150,1.0,Dormant,2025-09-24,2025-09-24
yu7ny,new,150,1.0,Hot,2026-02-18,2026-02-18
Bazyuna,churned,150,1.0,Dormant,2025-08-17,2025-08-17
BINBINBINTIN,churned,150,1.0,Dormant,2025-09-19,2025-09-19
bjhvj,churned,150,1.0,Dormant,2025-11-09,2025-11-09
bom1322,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Brainnurse,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Cesarvierq,churned,150,1.0,Dormant,2025-11-09,2025-11-09
dreamk,new,150,1.0,Hot,2026-02-18,2026-02-18
ttmax0808,new,150,1.0,Hot,2026-02-18,2026-02-18
mappi070724,churned,150,1.0,Dormant,2025-09-11,2025-09-11
borabora71,churned,150,1.0,Dormant,2025-09-11,2025-09-11
TA9YA555,churned,150,1.0,Dormant,2025-09-11,2025-09-11
templezow,churned,150,1.0,Dormant,2025-09-11,2025-09-11
takeshi987,churned,150,1.0,Dormant,2025-09-11,2025-09-11
satake1208,churned,150,1.0,Dormant,2025-09-11,2025-09-11
c35NJljqsf0vw4l,churned,150,1.0,Dormant,2025-09-11,2025-09-11
sakick_,churned,150,1.0,Dormant,2025-09-11,2025-09-11
kiyomasakun91,churned,150,1.0,Dormant,2025-09-11,2025-09-11
macha1,churned,150,1.0,Dormant,2025-09-11,2025-09-11
preffs,churned,150,1.0,Dormant,2025-09-11,2025-09-11
chyangaaaa,churned,150,1.0,Dormant,2025-09-11,2025-09-11
xxhiro99xx,churned,150,1.0,Dormant,2025-09-11,2025-09-11
IKKOoooooo,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ryu-ryu-,churned,150,1.0,Dormant,2025-09-11,2025-09-11
yyyww_,churned,150,1.0,Dormant,2025-09-11,2025-09-11
k-chan92,churned,150,1.0,Dormant,2025-09-11,2025-09-11
tziktf,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ItalicTrumpery,churned,150,1.0,Dormant,2025-09-11,2025-09-11
hiro_pachi,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ryokunsan-,churned,150,1.0,Dormant,2025-09-11,2025-09-11
pozaiuyxxx,churned,150,1.0,Dormant,2025-09-11,2025-09-11
honyarala-jp,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Tomuyamukun0203,churned,150,1.0,Dormant,2025-09-11,2025-09-11
subasubbs,churned,150,1.0,Dormant,2025-09-11,2025-09-11
sk550407,churned,150,1.0,Dormant,2025-09-11,2025-09-11
GDSG00,churned,150,1.0,Dormant,2025-09-11,2025-09-11
opw1272,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Itto_110kan,churned,150,1.0,Dormant,2025-09-11,2025-09-11
moni_oln_nlo,churned,150,1.0,Dormant,2025-09-11,2025-09-11
CharcoalHoarding,churned,150,1.0,Dormant,2025-09-11,2025-09-11
HIROMI2580,churned,150,1.0,Dormant,2025-09-11,2025-09-11
shyu_,churned,150,1.0,Dormant,2025-09-11,2025-09-11
keg191919,churned,150,1.0,Dormant,2025-09-11,2025-09-11
yu__yu__1987,churned,150,1.0,Dormant,2025-09-11,2025-09-11
qwert-yuio,churned,150,1.0,Dormant,2025-09-11,2025-09-11
yyyyuuuukikiki,churned,150,1.0,Dormant,2025-09-11,2025-09-11
g_e_t_y,churned,150,1.0,Dormant,2025-09-11,2025-09-11
kumact200h,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ANAAIRANA,churned,150,1.0,Dormant,2025-09-11,2025-09-11
galgalway,churned,150,1.0,Dormant,2025-09-11,2025-09-11
gdzwvgy,churned,150,1.0,Dormant,2025-09-11,2025-09-11
kkitp,churned,150,1.0,Dormant,2025-09-11,2025-09-11
IntentIonic,churned,150,1.0,Dormant,2025-09-11,2025-09-11
311msk,churned,150,1.0,Dormant,2025-09-11,2025-09-11
CoveredPsalm,churned,150,1.0,Dormant,2025-09-11,2025-09-11
KAZU02341,churned,150,1.0,Dormant,2025-09-11,2025-09-11
knt141217,churned,150,1.0,Dormant,2025-09-11,2025-09-11
yamaaake,churned,150,1.0,Dormant,2025-09-11,2025-09-11
otis0925,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Kosuke505050,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Ryo2244,churned,150,1.0,Dormant,2025-09-11,2025-09-11
LUCY106,churned,150,1.0,Dormant,2025-09-11,2025-09-11
nstomo1120,churned,150,1.0,Dormant,2025-09-11,2025-09-11
superninjinbouzu,churned,150,1.0,Dormant,2025-09-11,2025-09-11
KENTA012011,churned,150,1.0,Dormant,2025-09-11,2025-09-11
hiring1228,churned,150,1.0,Dormant,2025-09-11,2025-09-11
2580MARCH,churned,150,1.0,Dormant,2025-09-11,2025-09-11
SAGASIs,churned,150,1.0,Dormant,2025-09-11,2025-09-11
hbdxjm,churned,150,1.0,Dormant,2025-09-11,2025-09-11
BLUENONO,churned,150,1.0,Dormant,2025-09-11,2025-09-11
GravenCuff,churned,150,1.0,Dormant,2025-09-11,2025-09-11
brutus_01,churned,150,1.0,Dormant,2025-09-11,2025-09-11
sora100445,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Ya3302,churned,150,1.0,Dormant,2025-09-11,2025-09-11
kenken3333,churned,150,1.0,Dormant,2025-09-11,2025-09-11
mapqi83,churned,150,1.0,Dormant,2025-09-11,2025-09-11
NursedWave,churned,150,1.0,Dormant,2025-09-11,2025-09-11
xRsDymUjEF3H8Vr,churned,150,1.0,Dormant,2025-09-11,2025-09-11
pantymanooo,churned,150,1.0,Dormant,2025-09-11,2025-09-11
jtpmwntn,churned,150,1.0,Dormant,2025-09-11,2025-09-11
HarveyTorman,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ksuke_jp,churned,150,1.0,Dormant,2025-09-11,2025-09-11
chasooooo0707,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Chelseatm,churned,150,1.0,Dormant,2025-09-19,2025-09-19
chawanbune,churned,150,1.0,Dormant,2025-09-19,2025-09-19
kt1744,churned,150,1.0,Dormant,2025-09-11,2025-09-11
kaorishiny,churned,150,1.0,Dormant,2025-09-11,2025-09-11
w5_gfb,churned,150,1.0,Dormant,2025-09-11,2025-09-11
tanjiro-kun,light,150,1.0,Hot,2026-01-11,2026-02-18
chonarigats,regular,150,1.0,Warm,2026-01-12,2026-01-12
mameshiba227,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
ryuga2323,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
Clearing_Inroad,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
kepimaru,churned,150,1.0,Dormant,2025-09-02,2025-09-02
Qoooooo_l,churned,150,1.0,Dormant,2025-09-02,2025-09-02
akkyyyy,churned,150,1.0,Dormant,2025-09-02,2025-09-02
jgdjmpj,churned,150,1.0,Dormant,2025-09-02,2025-09-02
Saku2874,churned,150,1.0,Dormant,2025-09-02,2025-09-02
megalith03,churned,150,1.0,Dormant,2025-09-02,2025-09-02
yanchar,churned,150,1.0,Dormant,2025-09-02,2025-09-02
ptpet,churned,150,1.0,Dormant,2025-09-02,2025-09-02
hashida,churned,150,1.0,Dormant,2025-09-02,2025-09-02
kanato1210,churned,150,1.0,Dormant,2025-09-02,2025-09-02
jinko8596,churned,150,1.0,Dormant,2025-09-02,2025-09-02
toriihaitu306,churned,150,1.0,Dormant,2025-09-02,2025-09-02
makkuman,churned,150,1.0,Dormant,2025-09-02,2025-09-02
matmat0521,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
tapi19,churned,150,1.0,Dormant,2025-09-02,2025-09-02
TACTACTAX,churned,150,1.0,Dormant,2025-09-02,2025-09-02
kota130602,churned,150,1.0,Dormant,2025-09-02,2025-09-02
toifull,churned,150,1.0,Dormant,2025-09-02,2025-09-02
xupvuld,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
yoneyonesan,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
csof912,regular,150,1.0,Warm,2026-01-12,2026-01-12
hiro_nm7,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
dRoutan,new,150,1.0,Hot,2026-02-18,2026-02-18
ta4222,new,150,1.0,Hot,2026-02-18,2026-02-18
Hyundeung,new,150,1.0,Hot,2026-02-18,2026-02-18
ajmtzwm,new,150,1.0,Hot,2026-02-18,2026-02-18
aaa12345d,new,150,1.0,Hot,2026-02-18,2026-02-18
daimaru35,churned,150,1.0,Dormant,2025-09-19,2025-09-19
daisukeeeee45,churned,150,1.0,Dormant,2025-09-11,2025-09-11
rai051020,churned,150,1.0,Dormant,2025-08-22,2025-08-22
morimxy,churned,150,1.0,Dormant,2025-08-22,2025-08-22
yu-yamatodamashii,churned,150,1.0,Dormant,2025-08-22,2025-08-22
SH0852PU,churned,150,1.0,Dormant,2025-08-22,2025-08-22
kabukabu14,churned,150,1.0,Dormant,2025-08-22,2025-08-22
Ringo_55,churned,150,1.0,Dormant,2025-08-22,2025-08-22
darumanknn,churned,150,1.0,Dormant,2025-09-11,2025-09-11
wakamusya,churned,150,1.0,Dormant,2025-08-22,2025-08-22
KULIPROYE,churned,150,1.0,Dormant,2025-08-22,2025-08-22
warewasaiyajin,churned,150,1.0,Dormant,2025-08-22,2025-08-22
daigan1606,churned,150,1.0,Dormant,2025-08-22,2025-08-22
arama25,new,150,1.0,Hot,2026-02-18,2026-02-18
ryu0321,new,150,1.0,Hot,2026-02-18,2026-02-18
syouji0099,churned,150,1.0,Dormant,2025-08-22,2025-08-22
z00000zoom,churned,150,1.0,Dormant,2025-08-22,2025-08-22
bunbunbun5539,churned,150,1.0,Dormant,2025-08-22,2025-08-22
kurofune78,churned,150,1.0,Dormant,2025-08-22,2025-08-22
k114398,new,150,1.0,Hot,2026-02-18,2026-02-18
kosuke_1,churned,150,1.0,Dormant,2025-08-22,2025-08-22
POP5D,churned,150,1.0,Dormant,2025-08-22,2025-08-22
CHIHARU2323,churned,150,1.0,Dormant,2025-08-22,2025-08-22
nasan212,churned,150,1.0,Dormant,2025-08-22,2025-08-22
deepman0011,regular,150,1.0,Warm,2026-01-12,2026-01-12
DeemedLateral,churned,150,1.0,Dormant,2025-11-06,2025-11-06
Delarchitectur1,churned,150,1.0,Dormant,2025-09-25,2025-09-25
Dddyddc,churned,150,1.0,Dormant,2025-09-24,2025-09-24
takoyaki0951,churned,150,1.0,Dormant,2025-08-22,2025-08-22
pe40,churned,150,1.0,Dormant,2025-08-22,2025-08-22
catcat244,churned,150,1.0,Dormant,2025-08-22,2025-08-22
chuanQ,churned,150,1.0,Dormant,2025-08-22,2025-08-22
mankosuki1019,churned,150,1.0,Dormant,2025-08-22,2025-08-22
yayuyo9,churned,150,1.0,Dormant,2025-08-22,2025-08-22
daaaaaaai,churned,150,1.0,Dormant,2025-08-22,2025-08-22
kagami47,churned,150,1.0,Dormant,2025-08-22,2025-08-22
aushysh,churned,150,1.0,Dormant,2025-08-22,2025-08-22
ryedaris,churned,150,1.0,Dormant,2025-08-22,2025-08-22
kamotoshi,new,150,1.0,Hot,2026-02-18,2026-02-18
dokidokisan,churned,150,1.0,Dormant,2025-11-06,2025-11-06
doitin,churned,150,1.0,Dormant,2025-09-11,2025-09-11
doholove,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ag-ag-ag,churned,150,1.0,Dormant,2025-08-22,2025-08-22
aidchan,churned,150,1.0,Dormant,2025-08-22,2025-08-22
Domizoh,churned,150,1.0,Dormant,2025-08-22,2025-08-22
Moya3s,churned,150,1.0,Dormant,2025-08-22,2025-08-22
hiromiko,churned,150,1.0,Dormant,2025-08-22,2025-08-22
PutteredCarotene,churned,150,1.0,Dormant,2025-08-22,2025-08-22
duskin240,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Delpjuve,regular,150,1.0,Dormant,2025-09-11,2025-09-11
EchoingStairs,regular,150,1.0,Warm,2026-01-12,2026-01-12
ebmbe,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
edamea,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
akka12345,churned,150,1.0,Dormant,2025-11-09,2025-11-09
Ein011-_-,churned,150,1.0,Dormant,2025-11-06,2025-11-06
btW8h3afWQbtoeb,new,150,1.0,Hot,2026-02-18,2026-02-18
teee8888,new,150,1.0,Hot,2026-02-18,2026-02-18
EverydayFiredamp,new,150,1.0,Hot,2026-02-18,2026-02-18
YaupingTrotline,new,150,1.0,Hot,2026-02-18,2026-02-18
timbersoul,new,150,1.0,Hot,2026-02-18,2026-02-18
fancybbb,churned,150,1.0,Dormant,2025-11-06,2025-11-06
Takumink,churned,150,1.0,Dormant,2025-08-18,2025-08-18
299club,churned,150,1.0,Dormant,2025-08-18,2025-08-18
stera96,churned,150,1.0,Dormant,2025-08-18,2025-08-18
SATO1919SATO,churned,150,1.0,Dormant,2025-08-18,2025-08-18
ryofu,churned,150,1.0,Dormant,2025-08-18,2025-08-18
renton2233,churned,150,1.0,Dormant,2025-08-18,2025-08-18
mocchan1080,churned,150,1.0,Dormant,2025-08-18,2025-08-18
Bank-2568,churned,150,1.0,Dormant,2025-08-18,2025-08-18
mizyo,churned,150,1.0,Dormant,2025-08-18,2025-08-18
suzukihiroshi,churned,150,1.0,Dormant,2025-08-18,2025-08-18
jtrmg,churned,150,1.0,Dormant,2025-08-18,2025-08-18
caramel_corn,churned,150,1.0,Dormant,2025-08-18,2025-08-18
suujwm,churned,150,1.0,Dormant,2025-08-18,2025-08-18
susumu7604,churned,150,1.0,Dormant,2025-08-18,2025-08-18
momokoko3,churned,150,1.0,Dormant,2025-08-18,2025-08-18
jun4545,churned,150,1.0,Dormant,2025-08-18,2025-08-18
suAma0246,churned,150,1.0,Dormant,2025-08-18,2025-08-18
dorodango296,churned,150,1.0,Dormant,2025-08-18,2025-08-18
n7070n,churned,150,1.0,Dormant,2025-08-18,2025-08-18
purupuru325,churned,150,1.0,Dormant,2025-08-18,2025-08-18
bonyarist,churned,150,1.0,Dormant,2025-08-18,2025-08-18
yociki,churned,150,1.0,Dormant,2025-08-18,2025-08-18
akinton0703,churned,150,1.0,Dormant,2025-08-18,2025-08-18
freeoyazi,churned,150,1.0,Dormant,2025-11-09,2025-11-09
grahamspecial,churned,150,1.0,Dormant,2025-08-18,2025-08-18
weiweiwei777,churned,150,1.0,Dormant,2025-08-18,2025-08-18
Fy2716,churned,150,1.0,Dormant,2025-11-09,2025-11-09
Kkk620m,churned,150,1.0,Dormant,2025-08-18,2025-08-18
GolfingUrd,vip,150,1.0,Dormant,2025-08-18,2025-08-18
ysskwhr,churned,150,1.0,Dormant,2025-08-18,2025-08-18
hohohowamu,churned,150,1.0,Dormant,2025-08-18,2025-08-18
ninzin1,churned,150,1.0,Dormant,2025-08-18,2025-08-18
yuay318,churned,150,1.0,Dormant,2025-08-18,2025-08-18
Hunjoon2,churned,150,1.0,Dormant,2025-08-18,2025-08-18
MA576879,new,150,1.0,Hot,2026-02-18,2026-02-18
endo7558,new,150,1.0,Hot,2026-02-18,2026-02-18
utnnn,new,150,1.0,Hot,2026-02-18,2026-02-18
kirezing,new,150,1.0,Hot,2026-02-18,2026-02-18
041819,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Kuromi_1031,churned,150,1.0,Dormant,2025-08-17,2025-08-17
utchi7405,churned,150,1.0,Dormant,2025-08-17,2025-08-17
jnwatanabe66,churned,150,1.0,Dormant,2025-08-17,2025-08-17
pocun,churned,150,1.0,Dormant,2025-08-17,2025-08-17
kakeru202508,churned,150,1.0,Dormant,2025-08-17,2025-08-17
jmdavkamwupj,churned,150,1.0,Dormant,2025-08-17,2025-08-17
075695,churned,150,1.0,Dormant,2025-08-17,2025-08-17
dsk6661,churned,150,1.0,Dormant,2025-08-17,2025-08-17
hide7,churned,150,1.0,Dormant,2025-08-17,2025-08-17
iso1404,new,150,1.0,Hot,2026-02-18,2026-02-18
Dutks,churned,150,1.0,Dormant,2025-08-17,2025-08-17
kei502,churned,150,1.0,Dormant,2025-08-17,2025-08-17
taggsh,churned,150,1.0,Dormant,2025-08-17,2025-08-17
dorarararaa,churned,150,1.0,Dormant,2025-08-17,2025-08-17
tikinsan,churned,150,1.0,Dormant,2025-08-17,2025-08-17
2222toto,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Garf33,churned,150,1.0,Dormant,2025-08-17,2025-08-17
guri2506,churned,150,1.0,Dormant,2025-08-17,2025-08-17
ryan_xxx888,churned,150,1.0,Dormant,2025-08-17,2025-08-17
kinoha,churned,150,1.0,Dormant,2025-08-17,2025-08-17
hibiki-555,churned,150,1.0,Dormant,2025-08-17,2025-08-17
KIKU3333,churned,150,1.0,Dormant,2025-08-17,2025-08-17
kingkong123456,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Jchen0072,churned,150,1.0,Dormant,2025-08-17,2025-08-17
hiroooomo,churned,150,1.0,Dormant,2025-08-17,2025-08-17
kentasanma,churned,150,1.0,Dormant,2025-08-17,2025-08-17
momotarotomu,churned,150,1.0,Dormant,2025-08-17,2025-08-17
sayuro0421,churned,150,1.0,Dormant,2025-08-17,2025-08-17
fat_boy365,churned,150,1.0,Dormant,2025-08-17,2025-08-17
tokusan1984,churned,150,1.0,Dormant,2025-08-17,2025-08-17
nozomu1980,churned,150,1.0,Dormant,2025-08-17,2025-08-17
katsuwoo6,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Ryo_111,new,150,1.0,Hot,2026-02-18,2026-02-18
abarero,new,150,1.0,Hot,2026-02-18,2026-02-18
yamasann08,new,150,1.0,Hot,2026-02-18,2026-02-18
iiiiseaniiii,new,150,1.0,Hot,2026-02-18,2026-02-18
N0909T,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Acher_wu,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Michel0004,churned,150,1.0,Dormant,2025-08-17,2025-08-17
yon737373,churned,150,1.0,Dormant,2025-08-17,2025-08-17
T_Nayutan,churned,150,1.0,Dormant,2025-08-17,2025-08-17
RadioTheorist,churned,150,1.0,Dormant,2025-08-17,2025-08-17
ko0816,churned,150,1.0,Dormant,2025-08-17,2025-08-17
ksambakoko,churned,150,1.0,Dormant,2025-08-17,2025-08-17
bulldog0318,new,150,1.0,Hot,2026-02-18,2026-02-18
goburinn23,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
himawari184,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Express18782,churned,150,1.0,Dormant,2025-08-17,2025-08-17
fairxu,churned,150,1.0,Dormant,2025-08-17,2025-08-17
Gon-suke-,churned,150,1.0,Dormant,2025-08-17,2025-08-17
gtthj3333,new,150,1.0,Hot,2026-02-18,2026-02-18
kgkjo,new,150,1.0,Hot,2026-02-18,2026-02-18
taka951,new,150,1.0,Hot,2026-02-18,2026-02-18
SolderedButtery,new,150,1.0,Hot,2026-02-18,2026-02-18
Zenzendaijo-bu,new,150,1.0,Hot,2026-02-18,2026-02-18
Johnrock99,new,150,1.0,Hot,2026-02-18,2026-02-18
kouuuuuuuuuuu,new,150,1.0,Hot,2026-02-18,2026-02-18
mapr56013,churned,150,1.0,Dormant,2025-08-11,2025-08-11
opekepe2525,churned,150,1.0,Dormant,2025-08-11,2025-08-11
asah0000,churned,150,1.0,Dormant,2025-08-11,2025-08-11
bemohi,churned,150,1.0,Dormant,2025-08-11,2025-08-11
jun_3741,churned,150,1.0,Dormant,2025-08-11,2025-08-11
masashi0111,churned,150,1.0,Dormant,2025-08-11,2025-08-11
HeFreF,churned,150,1.0,Dormant,2025-08-11,2025-08-11
nangin777,new,150,1.0,Hot,2026-02-18,2026-02-18
gmwtda,churned,150,1.0,Dormant,2025-08-11,2025-08-11
tormaschan,churned,150,1.0,Dormant,2025-08-11,2025-08-11
mmxq,churned,150,1.0,Dormant,2025-08-11,2025-08-11
5792,churned,150,1.0,Dormant,2025-08-11,2025-08-11
koichibmw66_51,churned,150,1.0,Dormant,2025-08-11,2025-08-11
nanayan0306,churned,150,1.0,Dormant,2025-08-11,2025-08-11
Ddsoa,churned,150,1.0,Dormant,2025-08-11,2025-08-11
skdhfqw,churned,150,1.0,Dormant,2025-08-11,2025-08-11
daviewguy,churned,150,1.0,Dormant,2025-08-11,2025-08-11
tanmen1996,churned,150,1.0,Dormant,2025-08-11,2025-08-11
yuccxoxo,churned,150,1.0,Dormant,2025-08-11,2025-08-11
Hogetei,churned,150,1.0,Dormant,2025-08-11,2025-08-11
takachan_setouchi,churned,150,1.0,Dormant,2025-08-11,2025-08-11
AlarmedInstar,churned,150,1.0,Dormant,2025-08-11,2025-08-11
teengenera73408,churned,150,1.0,Dormant,2025-08-11,2025-08-11
kouhei007,churned,150,1.0,Dormant,2025-08-11,2025-08-11
Hi_im_xxx,churned,150,1.0,Dormant,2025-08-11,2025-08-11
kamihukusenn,churned,150,1.0,Dormant,2025-08-11,2025-08-11
orfevre6403,churned,150,1.0,Dormant,2025-08-11,2025-08-11
uu-aa,churned,150,1.0,Dormant,2025-08-11,2025-08-11
fasdwedf,churned,150,1.0,Dormant,2025-08-11,2025-08-11
FleetingShekels,churned,150,1.0,Dormant,2025-08-11,2025-08-11
TAKAHIRO3833,churned,150,1.0,Dormant,2025-08-11,2025-08-11
kuro4862,churned,150,1.0,Dormant,2025-08-11,2025-08-11
th499,churned,150,1.0,Dormant,2025-08-11,2025-08-11
tktktkdt_,new,150,1.0,Hot,2026-02-18,2026-02-18
yu5532,churned,150,1.0,Dormant,2025-08-11,2025-08-11
shuichin,churned,150,1.0,Dormant,2025-08-11,2025-08-11
TKD1515,churned,150,1.0,Dormant,2025-08-11,2025-08-11
shu1114,churned,150,1.0,Dormant,2025-08-11,2025-08-11
teamtoya,churned,150,1.0,Dormant,2025-08-11,2025-08-11
noko77,churned,150,1.0,Dormant,2025-08-11,2025-08-11
rockman_h,churned,150,1.0,Dormant,2025-08-11,2025-08-11
WATM103,churned,150,1.0,Dormant,2025-08-11,2025-08-11
ProddingTrimaran,churned,150,1.0,Dormant,2025-08-11,2025-08-11
iDeC,churned,150,1.0,Dormant,2025-08-11,2025-08-11
CAN1224Z,churned,150,1.0,Dormant,2025-08-11,2025-08-11
calpiscalpis,churned,150,1.0,Dormant,2025-08-11,2025-08-11
UqUDy2zweI83679,churned,150,1.0,Dormant,2025-08-11,2025-08-11
koujioota,new,150,1.0,Hot,2026-02-18,2026-02-18
HIKA-RU11,new,150,1.0,Hot,2026-02-18,2026-02-18
Hero678,churned,150,1.0,Dormant,2025-11-09,2025-11-09
higekimomo,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Hirokunn,churned,150,1.0,Dormant,2025-11-09,2025-11-09
hirokun1217,churned,150,1.0,Dormant,2025-11-06,2025-11-06
hirochi777,churned,150,1.0,Dormant,2025-09-24,2025-09-24
hiro121982,churned,150,1.0,Dormant,2025-09-24,2025-09-24
hong708815,churned,150,1.0,Dormant,2025-11-06,2025-11-06
honeycombcore,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Ishiyan3241,churned,150,1.0,Dormant,2025-11-09,2025-11-09
jenocide1111,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Myomyu,new,150,1.0,Hot,2026-02-18,2026-02-18
gotaya,new,150,1.0,Hot,2026-02-18,2026-02-18
sky_hand,new,150,1.0,Hot,2026-02-18,2026-02-18
kamo34,churned,150,1.0,Dormant,2025-09-24,2025-09-24
kb3104,churned,150,1.0,Dormant,2025-09-19,2025-09-19
kenchan08080,churned,150,1.0,Dormant,2025-09-24,2025-09-24
kejaie,churned,150,1.0,Dormant,2025-09-11,2025-09-11
KnifingShade,churned,150,1.0,Dormant,2025-11-06,2025-11-06
kknnnss,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Kokoa21,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Komaikeru0722,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Kormz,churned,150,1.0,Dormant,2025-11-06,2025-11-06
kphk12,churned,150,1.0,Dormant,2025-11-09,2025-11-09
kzkz31,churned,150,1.0,Dormant,2025-11-09,2025-11-09
kyumot,churned,150,1.0,Dormant,2025-11-06,2025-11-06
LCaleb915,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Looselovesocksjk,churned,150,1.0,Dormant,2025-09-19,2025-09-19
makitae,churned,150,1.0,Dormant,2025-11-06,2025-11-06
mameta0114,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Maomaoelo,churned,150,1.0,Dormant,2025-09-24,2025-09-24
matmat5959,churned,150,1.0,Dormant,2025-11-09,2025-11-09
masatosan,churned,150,1.0,Dormant,2025-09-24,2025-09-24
masuda7,churned,150,1.0,Dormant,2025-09-02,2025-09-02
masaton779460,churned,150,1.0,Dormant,2025-08-11,2025-08-11
potetihead,churned,150,1.0,Dormant,2025-09-24,2025-09-24
